,carat,cut,cut_ord,color,clarity,clarity_ord,price,predicted_price,pred_price_modified
12050,0.38,Ideal,5,E,SI1,3,898,80.44,80.44
12051,1.01,Premium,4,I,VS2,5,4676,6130.53,6130.53
12052,0.32,Ideal,5,D,VS2,5,972,483.66,483.66
12053,1.21,Ideal,5,I,SI1,3,5556,7063.23,7063.23
12054,0.33,Ideal,5,F,VVS2,6,810,1021.79,1021.79
12055,2.53,Ideal,5,J,SI2,2,15993,17714.39,17714.39
12056,0.92,Very Good,3,D,SI2,2,3823,3853.26,3853.26
12057,0.43,Ideal,5,F,SI1,3,1016,501.09,501.09
12058,1.08,Ideal,5,H,SI2,2,4491,5515.54,5515.54
12059,0.4,Premium,4,F,VS2,5,842,998.6,998.6
12060,0.51,Ideal,5,G,VS1,4,1691,1628.13,1628.13
12061,0.51,Premium,4,G,VS1,4,1656,1470.03,1470.03
12062,0.51,Ideal,5,E,SI2,2,1170,720.13,720.13
12063,0.41,Premium,4,G,VS2,5,827,1082.73,1082.73
12064,1.2,Good,2,D,SI2,2,6344,6050.8,6050.8
12065,0.71,Ideal,5,E,VS2,5,2891,3764.73,3764.73
12066,1,Premium,4,D,SI2,2,4816,4684.4,4684.4
12067,1.5,Very Good,3,F,SI1,3,10973,9186.8,9186.8
12068,1.02,Very Good,3,E,VS2,5,6816,6056.56,6056.56
12069,0.59,Ideal,5,G,SI1,3,1891,1847.17,1847.17
12070,1.17,Ideal,5,G,VS2,5,7548,7634.71,7634.71
12071,1.52,Premium,4,D,SI2,2,9959,9059.16,9059.16
12072,0.3,Ideal,5,F,VS2,5,776,315.4,315.4
12073,0.91,Ideal,5,F,SI2,2,4642,4085.33,4085.33
12074,1.01,Good,2,F,SI2,2,3886,4452.33,4452.33
12075,0.41,Ideal,5,E,VS1,4,997,786.83,786.83
12076,1.01,Good,2,D,SI1,3,5443,4906.33,4906.33
12077,1.21,Ideal,5,D,SI2,2,6190,6609.23,6609.23
12078,0.31,Ideal,5,H,IF,8,816,1761.53,1761.53
12079,0.92,Ideal,5,F,SI2,2,4691,4169.46,4169.46
12080,1.14,Ideal,5,F,VS1,4,8953,6928.32,6928.32
12081,1.08,Ideal,5,J,SI1,3,4524,5969.54,5969.54
12082,0.4,Ideal,5,E,VVS2,6,1056,1610.7,1610.7
12083,0.56,Ideal,5,E,VS1,4,1978,2048.78,2048.78
12084,0.54,Very Good,3,E,VS2,5,1426,2018.32,2018.32
12085,0.54,Ideal,5,E,SI1,3,1777,1426.52,1426.52
12086,0.9,Very Good,3,G,SI2,2,3539,3685,3685
12087,0.71,Ideal,5,H,VS1,4,3229,3310.73,3310.73
12088,0.7,Ideal,5,I,VS1,4,2924,3226.6,3226.6
12089,0.56,Very Good,3,G,VVS2,6,2010,2640.58,2640.58
12090,0.91,Premium,4,G,SI2,2,3423,3927.23,3927.23
12091,0.83,Ideal,5,G,SI1,3,3044,3866.29,3866.29
12092,0.71,Ideal,5,H,SI2,2,1800,2402.73,2402.73
12093,0.65,Very Good,3,D,VS1,4,2752,2489.75,2489.75
12094,0.3,Ideal,5,H,VVS2,6,776,769.4,769.4
12095,1.02,Premium,4,H,SI2,2,4798,4852.66,4852.66
12096,0.33,Premium,4,G,VVS1,7,1114,1317.69,1317.69
12097,0.41,Ideal,5,E,VS1,4,1079,786.83,786.83
12098,1.28,Ideal,5,I,VS1,4,7025,8106.14,8106.14
12099,0.63,Ideal,5,F,VVS2,6,2961,3545.69,3545.69
12100,0.91,Premium,4,G,SI2,2,3363,3927.23,3927.23
12101,1.01,Very Good,3,G,VS1,4,6618,5518.43,5518.43
12102,0.31,Very Good,3,E,VVS1,7,763,991.33,991.33
12103,0.77,Ideal,5,G,SI1,3,3253,3361.51,3361.51
12104,0.42,Premium,4,E,VS2,5,958,1166.86,1166.86
12105,0.72,Very Good,3,J,SI1,3,1989,2624.66,2624.66
12106,1.01,Good,2,G,SI2,2,3923,4452.33,4452.33
12107,0.32,Ideal,5,E,VS2,5,702,483.66,483.66
12108,1.1,Very Good,3,J,SI2,2,4283,5367.6,5367.6
12109,0.57,Ideal,5,F,VS2,5,1567,2586.91,2586.91
12110,0.45,Good,2,F,VS1,4,1144,649.05,649.05
12111,1.01,Very Good,3,G,VVS2,6,7226,6426.43,6426.43
12112,1.38,Fair,1,G,SI2,2,4730,7407.04,7407.04
12113,1.01,Good,2,F,SI2,2,4121,4452.33,4452.33
12114,0.36,Ideal,5,E,VS2,5,1013,820.18,820.18
12115,0.72,Very Good,3,D,SI1,3,2285,2624.66,2624.66
12116,0.24,Ideal,5,E,SI1,3,486,-1097.38,0
12117,1.01,Very Good,3,H,SI1,3,4432,5064.43,5064.43
12118,1.03,Premium,4,D,SI2,2,3675,4936.79,4936.79
12119,0.83,Good,2,H,SI2,2,2316,2937.99,2937.99
12120,0.31,Good,2,F,VS2,5,637,-74.77,0
12121,1.04,Ideal,5,G,VS1,4,7457,6087.02,6087.02
12122,0.9,Very Good,3,E,SI2,2,3584,3685,3685
12123,0.25,Very Good,3,D,VVS1,7,533,486.55,486.55
12124,1.11,Very Good,3,H,SI1,3,4871,5905.73,5905.73
12125,1.01,Ideal,5,G,VS1,4,7059,5834.63,5834.63
12126,1,Premium,4,F,SI2,2,4200,4684.4,4684.4
12127,1.02,Premium,4,G,SI2,2,4552,4852.66,4852.66
12128,0.9,Good,2,D,SI1,3,4419,3980.9,3980.9
12129,0.35,Good,2,D,SI2,2,522,-1100.25,0
12130,0.32,Ideal,5,E,VS2,5,846,483.66,483.66
12131,1.21,Very Good,3,H,VS2,5,6189,7655.03,7655.03
12132,1.1,Very Good,3,F,VS2,5,5218,6729.6,6729.6
12133,1.01,Ideal,5,G,VS1,4,6794,5834.63,5834.63
12134,1.14,Ideal,5,E,VVS2,6,10703,7836.32,7836.32
12135,0.5,Very Good,3,F,SI1,3,1250,773.8,773.8
12136,1.51,Ideal,5,G,SI2,2,7103,9133.13,9133.13
12137,0.54,Ideal,5,H,VS2,5,1453,2334.52,2334.52
12138,0.3,Very Good,3,I,VVS1,7,552,907.2,907.2
12139,1.51,Premium,4,J,VS2,5,7553,10337.03,10337.03
12140,0.57,Very Good,3,I,SI1,3,1151,1362.71,1362.71
12141,0.3,Ideal,5,E,VS1,4,703,-138.6,0
12142,0.54,Very Good,3,E,SI2,2,1250,656.32,656.32
12143,0.43,Ideal,5,J,SI1,3,708,501.09,501.09
12144,0.4,Ideal,5,F,VS1,4,971,702.7,702.7
12145,1.21,Ideal,5,J,SI1,3,5232,7063.23,7063.23
12146,1.22,Ideal,5,G,VVS2,6,11003,8509.36,8509.36
12147,1.5,Premium,4,E,SI2,2,7182,8890.9,8890.9
12148,1.5,Very Good,3,G,VS2,5,12156,10094.8,10094.8
12149,1.52,Premium,4,H,VS2,5,9704,10421.16,10421.16
12150,0.39,Very Good,3,G,SI1,3,684,-151.63,0
12151,0.71,Ideal,5,F,VS1,4,3284,3310.73,3310.73
12152,0.57,Ideal,5,I,VS2,5,1410,2586.91,2586.91
12153,0.74,Very Good,3,F,SI1,3,2583,2792.92,2792.92
12154,0.94,Ideal,5,E,SI2,2,3915,4337.72,4337.72
12155,1.2,Very Good,3,G,SI1,3,5607,6662.9,6662.9
12156,1.02,Ideal,5,J,VS2,5,4397,6372.76,6372.76
12157,0.34,Ideal,5,G,VVS1,7,844,1559.92,1559.92
12158,0.32,Ideal,5,G,VVS2,6,730,937.66,937.66
12159,0.77,Ideal,5,G,VS2,5,3114,4269.51,4269.51
12160,0.9,Ideal,5,D,VS2,5,6689,5363.2,5363.2
12161,1.63,Ideal,5,H,VS2,5,12155,11504.69,11504.69
12162,0.7,Very Good,3,G,SI1,3,2281,2456.4,2456.4
12163,0.38,Ideal,5,F,VS2,5,969,988.44,988.44
12164,1.59,Ideal,5,I,SI2,2,7978,9806.17,9806.17
12165,0.4,Ideal,5,E,VS1,4,940,702.7,702.7
12166,1.52,Premium,4,J,SI1,3,5618,9513.16,9513.16
12167,1.06,Fair,1,J,SI2,2,2992,4714.88,4714.88
12168,1.63,Good,2,I,SI1,3,9556,10122.39,10122.39
12169,0.5,Good,2,D,SI1,3,1169,615.7,615.7
12170,0.37,Very Good,3,E,VS2,5,811,588.11,588.11
12171,1.32,Premium,4,H,VS1,4,5958,8284.56,8284.56
12172,0.9,Good,2,H,SI1,3,3726,3980.9,3980.9
12173,0.31,Ideal,5,G,VVS1,7,789,1307.53,1307.53
12174,0.9,Very Good,3,E,SI1,3,4795,4139,4139
12175,0.71,Ideal,5,F,SI2,2,2304,2402.73,2402.73
12176,0.23,Very Good,3,E,VS2,5,400,-589.71,0
12177,0.29,Very Good,3,D,SI2,2,705,-1446.93,0
12178,2.01,Very Good,3,E,SI2,2,15618,13023.43,13023.43
12179,1.56,Ideal,5,I,VS1,4,10399,10461.78,10461.78
12180,0.71,Ideal,5,E,VS2,5,2709,3764.73,3764.73
12181,0.7,Good,2,H,SI2,2,1856,1844.3,1844.3
12182,0.41,Ideal,5,F,VS1,4,1076,786.83,786.83
12183,0.79,Premium,4,H,SI1,3,2498,3371.67,3371.67
12184,1.71,Premium,4,G,VS2,5,15671,12019.63,12019.63
12185,0.53,Very Good,3,G,SI2,2,1079,572.19,572.19
12186,0.3,Ideal,5,F,VVS1,7,814,1223.4,1223.4
12187,0.7,Ideal,5,E,VS2,5,2981,3680.6,3680.6
12188,1,Premium,4,E,VVS2,6,8888,6500.4,6500.4
12189,0.34,Premium,4,H,VS1,4,596,39.82,39.82
12190,0.34,Ideal,5,F,VS1,4,723,197.92,197.92
12191,1.18,Ideal,5,F,VVS2,6,11415,8172.84,8172.84
12192,0.4,Ideal,5,F,VS2,5,790,1156.7,1156.7
12193,0.35,Ideal,5,F,VS2,5,706,736.05,736.05
12194,0.31,Ideal,5,I,SI1,3,436,-508.47,0
12195,0.57,Ideal,5,F,VVS1,7,3057,3494.91,3494.91
12196,1.7,Ideal,5,H,VS2,5,13756,12093.6,12093.6
12197,0.5,Very Good,3,F,VS1,4,1710,1227.8,1227.8
12198,1.01,Very Good,3,I,VS1,4,4756,5518.43,5518.43
12199,0.47,Ideal,5,I,VS2,5,884,1745.61,1745.61
12200,0.38,Ideal,5,F,VS1,4,998,534.44,534.44
12201,0.91,Premium,4,H,SI1,3,3669,4381.23,4381.23
12202,0.7,Premium,4,F,VS2,5,2842,3522.5,3522.5
12203,0.36,Very Good,3,D,SI1,3,619,-404.02,0
12204,0.35,Ideal,5,H,VVS2,6,906,1190.05,1190.05
12205,0.39,Premium,4,H,SI2,2,721,-447.53,0
12206,1.01,Very Good,3,G,VS1,4,6905,5518.43,5518.43
12207,1.01,Very Good,3,F,VS2,5,6073,5972.43,5972.43
12208,1.54,Premium,4,E,SI2,2,8408,9227.42,9227.42
12209,1.04,Premium,4,F,VVS2,6,8946,6836.92,6836.92
12210,1.51,Premium,4,E,SI1,3,12738,9429.03,9429.03
12211,0.51,Good,2,H,SI1,3,1119,699.83,699.83
12212,0.57,Premium,4,F,SI1,3,1571,1520.81,1520.81
12213,0.52,Good,2,D,SI2,2,1203,329.96,329.96
12214,0.3,Premium,4,I,IF,8,631,1519.3,1519.3
12215,1.52,Premium,4,F,VS2,5,13389,10421.16,10421.16
12216,1.06,Ideal,5,I,VS2,5,5362,6709.28,6709.28
12217,1.51,Very Good,3,G,SI2,2,9069,8816.93,8816.93
12218,1.05,Very Good,3,F,SI1,3,5666,5400.95,5400.95
12219,0.56,Ideal,5,G,VS2,5,1580,2502.78,2502.78
12220,0.97,Ideal,5,F,SI1,3,3884,5044.11,5044.11
12221,0.56,Premium,4,F,VS1,4,2016,1890.68,1890.68
12222,0.32,Ideal,5,F,SI1,3,491,-424.34,0
12223,0.24,Very Good,3,F,VVS2,6,533,-51.58,0
12224,1.23,Fair,1,E,I1,1,3692,5691.09,5691.09
12225,0.74,Premium,4,F,SI1,3,2744,2951.02,2951.02
12226,1.01,Very Good,3,F,VVS1,7,9908,6880.43,6880.43
12227,1.05,Premium,4,F,VS2,5,7025,6467.05,6467.05
12228,0.33,Ideal,5,E,VVS1,7,1312,1475.79,1475.79
12229,0.77,Ideal,5,I,VS1,4,2798,3815.51,3815.51
12230,1.03,Ideal,5,I,SI1,3,4782,5548.89,5548.89
12231,0.93,Good,2,F,SI2,2,3376,3779.29,3779.29
12232,0.74,Fair,1,F,VS2,5,2596,3384.72,3384.72
12233,1.19,Ideal,5,H,VVS2,6,7651,8256.97,8256.97
12234,0.37,Ideal,5,D,VS2,5,763,904.31,904.31
12235,0.31,Ideal,5,J,VS1,4,429,-54.47,0
12236,1.24,Premium,4,G,SI1,3,6562,7157.52,7157.52
12237,2.05,Ideal,5,H,SI1,3,17006,14130.15,14130.15
12238,0.51,Ideal,5,F,VS2,5,1569,2082.13,2082.13
12239,1.7,Very Good,3,I,SI1,3,9845,10869.4,10869.4
12240,0.73,Ideal,5,F,VVS2,6,3463,4386.99,4386.99
12241,0.3,Ideal,5,D,VS2,5,616,315.4,315.4
12242,0.38,Ideal,5,F,I1,1,497,-827.56,0
12243,1.8,Very Good,3,E,SI1,3,17273,11710.7,11710.7
12244,1.59,Premium,4,H,VS2,5,11333,11010.07,11010.07
12245,1.02,Premium,4,G,SI1,3,4435,5306.66,5306.66
12246,0.31,Very Good,3,G,VS1,4,802,-370.67,0
12247,0.39,Very Good,3,H,VS2,5,921,756.37,756.37
12248,1.5,Fair,1,F,SI2,2,7056,8416.6,8416.6
12249,0.32,Ideal,5,E,VVS2,6,729,937.66,937.66
12250,2,Fair,1,G,VS2,5,18515,13985.1,13985.1
12251,0.45,Very Good,3,F,VS1,4,1179,807.15,807.15
12252,0.48,Good,2,F,SI1,3,994,447.44,447.44
12253,1.01,Good,2,I,SI1,3,4171,4906.33,4906.33
12254,0.71,Ideal,5,D,SI1,3,2863,2856.73,2856.73
12255,1.2,Very Good,3,F,VS2,5,9007,7570.9,7570.9
12256,1.04,Good,2,G,VS2,5,5601,6066.72,6066.72
12257,0.72,Ideal,5,D,VS2,5,3179,3848.86,3848.86
12258,1.61,Good,2,G,VS2,5,9467,10862.13,10862.13
12259,0.46,Premium,4,D,VVS1,7,1898,2411.38,2411.38
12260,0.42,Very Good,3,D,VS1,4,1066,554.76,554.76
12261,1,Premium,4,E,SI1,3,5544,5138.4,5138.4
12262,0.28,Ideal,5,F,IF,8,787,1509.14,1509.14
12263,0.9,Ideal,5,F,SI1,3,3992,4455.2,4455.2
12264,1.54,Good,2,H,VS1,4,10769,9819.22,9819.22
12265,0.51,Very Good,3,I,SI2,2,1105,403.93,403.93
12266,0.55,Very Good,3,F,VS2,5,1625,2102.45,2102.45
12267,2.38,Premium,4,J,VS2,5,16273,17656.34,17656.34
12268,0.76,Ideal,5,E,VS1,4,3649,3731.38,3731.38
12269,0.46,Ideal,5,E,VVS2,6,1657,2115.48,2115.48
12270,2.11,Ideal,5,I,VS2,5,16512,15542.93,15542.93
12271,0.7,Ideal,5,E,SI1,3,2575,2772.6,2772.6
12272,1.56,Good,2,I,SI2,2,8048,9079.48,9079.48
12273,0.32,Premium,4,F,VS2,5,828,325.56,325.56
12274,1.66,Ideal,5,I,VS1,4,10691,11303.08,11303.08
12275,0.7,Good,2,H,VS1,4,2367,2752.3,2752.3
12276,1.26,Premium,4,G,VVS2,6,10302,8687.78,8687.78
12277,0.42,Ideal,5,F,VVS2,6,1142,1778.96,1778.96
12278,0.3,Ideal,5,G,SI2,2,422,-1046.6,0
12279,0.36,Ideal,5,F,VS1,4,819,366.18,366.18
12280,0.55,Ideal,5,D,VVS2,6,2720,2872.65,2872.65
12281,0.3,Ideal,5,H,SI1,3,540,-592.6,0
12282,0.5,Premium,4,E,VS2,5,1420,1839.9,1839.9
12283,0.54,Ideal,5,D,VS2,5,1892,2334.52,2334.52
12284,0.3,Premium,4,D,SI2,2,574,-1204.7,0
12285,0.9,Good,2,F,SI1,3,3427,3980.9,3980.9
12286,0.3,Very Good,3,G,VVS2,6,638,453.2,453.2
12287,1.29,Premium,4,F,VS1,4,10437,8032.17,8032.17
12288,1.02,Premium,4,F,SI1,3,4855,5306.66,5306.66
12289,1.71,Very Good,3,H,SI1,3,13169,10953.53,10953.53
12290,0.7,Very Good,3,H,VS1,4,2145,2910.4,2910.4
12291,0.59,Very Good,3,H,VS1,4,1757,1984.97,1984.97
12292,0.5,Ideal,5,E,VS1,4,1724,1544,1544
12293,0.3,Ideal,5,H,VS1,4,503,-138.6,0
12294,0.9,Very Good,3,G,IF,8,5754,6409,6409
12295,0.3,Premium,4,D,VS2,5,710,157.3,157.3
12296,1.56,Very Good,3,I,SI1,3,9494,9691.58,9691.58
12297,0.42,Premium,4,G,VS1,4,984,712.86,712.86
12298,1.01,Very Good,3,H,SI2,2,4475,4610.43,4610.43
12299,0.9,Very Good,3,D,SI1,3,4289,4139,4139
12300,0.43,Ideal,5,G,SI2,2,696,47.09,47.09
12301,0.36,Premium,4,H,SI1,3,665,-245.92,0
12302,1.4,Very Good,3,F,SI2,2,7345,7891.5,7891.5
12303,2.32,Ideal,5,I,SI2,2,17676,15947.66,15947.66
12304,0.55,Ideal,5,H,SI1,3,1248,1510.65,1510.65
12305,0.9,Good,2,H,VS2,5,3902,4888.9,4888.9
12306,1.7,Premium,4,I,VS2,5,11360,11935.5,11935.5
12307,0.41,Ideal,5,G,IF,8,1259,2602.83,2602.83
12308,0.9,Good,2,F,SI1,3,4006,3980.9,3980.9
12309,0.53,Premium,4,E,SI2,2,1141,730.29,730.29
12310,1.01,Ideal,5,E,SI2,2,4787,4926.63,4926.63
12311,1.02,Premium,4,F,SI2,2,4238,4852.66,4852.66
12312,1.5,Premium,4,H,SI2,2,8490,8890.9,8890.9
12313,0.71,Very Good,3,J,VS2,5,1626,3448.53,3448.53
12314,0.53,Ideal,5,G,VS1,4,1813,1796.39,1796.39
12315,0.33,Very Good,3,I,VVS2,6,579,705.59,705.59
12316,1.52,Ideal,5,I,VVS1,7,10968,11487.26,11487.26
12317,0.24,Very Good,3,E,VVS2,6,485,-51.58,0
12318,1.03,Fair,1,G,SI2,2,2942,4462.49,4462.49
12319,1.39,Premium,4,F,SI1,3,8925,8419.47,8419.47
12320,1.04,Very Good,3,H,SI1,3,4791,5316.82,5316.82
12321,0.3,Premium,4,D,VS2,5,710,157.3,157.3
12322,0.32,Ideal,5,E,VS2,5,702,483.66,483.66
12323,0.37,Ideal,5,E,VS1,4,886,450.31,450.31
12324,1,Very Good,3,H,VVS1,7,6296,6796.3,6796.3
12325,0.3,Ideal,5,E,VVS1,7,844,1223.4,1223.4
12326,0.51,Ideal,5,D,VS2,5,1882,2082.13,2082.13
12327,0.31,Ideal,5,I,VS1,4,628,-54.47,0
12328,0.59,Ideal,5,E,SI2,2,1305,1393.17,1393.17
12329,1.04,Good,2,F,SI1,3,5871,5158.72,5158.72
12330,0.59,Ideal,5,I,VVS1,7,1698,3663.17,3663.17
12331,0.71,Very Good,3,D,VS1,4,3420,2994.53,2994.53
12332,0.74,Premium,4,F,SI1,3,2723,2951.02,2951.02
12333,0.27,Very Good,3,G,VS1,4,439,-707.19,0
12334,1.51,Ideal,5,G,SI1,3,11917,9587.13,9587.13
12335,1.52,Very Good,3,F,VS1,4,16670,9809.06,9809.06
12336,1.6,Very Good,3,F,SI2,2,8377,9574.1,9574.1
12337,1.23,Premium,4,G,VS1,4,5786,7527.39,7527.39
12338,0.4,Good,2,I,VS1,4,687,228.4,228.4
12339,0.73,Very Good,3,E,VS1,4,3370,3162.79,3162.79
12340,0.54,Very Good,3,E,SI2,2,1163,656.32,656.32
12341,0.52,Ideal,5,D,VS2,5,1919,2166.26,2166.26
12342,1.01,Premium,4,F,VS1,4,7862,5676.53,5676.53
12343,0.58,Very Good,3,F,SI1,3,1373,1446.84,1446.84
12344,1.01,Very Good,3,G,VS1,4,6529,5518.43,5518.43
12345,1.02,Ideal,5,G,VS2,5,6418,6372.76,6372.76
12346,1.51,Very Good,3,E,SI2,2,9343,8816.93,8816.93
12347,0.3,Premium,4,G,SI1,3,574,-750.7,0
12348,0.33,Premium,4,G,VS1,4,666,-44.31,0
12349,0.7,Premium,4,E,SI1,3,2518,2614.5,2614.5
12350,1.13,Premium,4,H,SI2,2,4873,5778.09,5778.09
12351,0.3,Ideal,5,F,VVS2,6,684,769.4,769.4
12352,0.62,Good,2,G,VS1,4,1893,2079.26,2079.26
12353,1.32,Ideal,5,J,VS2,5,6288,8896.66,8896.66
12354,0.3,Very Good,3,I,SI1,3,394,-908.8,0
12355,0.48,Good,2,J,SI1,3,991,447.44,447.44
12356,1.15,Ideal,5,F,VVS2,6,8743,7920.45,7920.45
12357,0.78,Very Good,3,J,SI1,3,2164,3129.44,3129.44
12358,0.51,Very Good,3,E,VS1,4,1841,1311.93,1311.93
12359,0.31,Very Good,3,H,SI1,3,435,-824.67,0
12360,0.7,Very Good,3,I,SI1,3,1999,2456.4,2456.4
12361,0.5,Ideal,5,D,SI1,3,1563,1090,1090
12362,0.43,Ideal,5,G,VVS2,6,1129,1863.09,1863.09
12363,1.01,Ideal,5,F,SI2,2,4497,4926.63,4926.63
12364,0.47,Ideal,5,I,VS2,5,884,1745.61,1745.61
12365,1.32,Ideal,5,H,VVS2,6,9571,9350.66,9350.66
12366,1.01,Premium,4,H,SI2,2,3676,4768.53,4768.53
12367,1.25,Ideal,5,G,SI2,2,6300,6945.75,6945.75
12368,1.5,Good,2,F,VS2,5,13853,9936.7,9936.7
12369,0.31,Premium,4,I,VVS2,6,544,695.43,695.43
12370,2.15,Ideal,5,H,SI2,2,17219,14517.45,14517.45
12371,0.3,Premium,4,G,VVS2,6,878,611.3,611.3
12372,1.08,Premium,4,D,VS2,5,7824,6719.44,6719.44
12373,1.5,Very Good,3,D,VS1,4,16407,9640.8,9640.8
12374,0.7,Premium,4,E,VS1,4,2837,3068.5,3068.5
12375,1.01,Ideal,5,E,VS1,4,7458,5834.63,5834.63
12376,0.9,Premium,4,D,SI1,3,4381,4297.1,4297.1
12377,0.52,Ideal,5,G,VVS2,6,1833,2620.26,2620.26
12378,1.5,Fair,1,J,I1,1,4284,7962.6,7962.6
12379,0.5,Very Good,3,E,SI2,2,1098,319.8,319.8
12380,0.55,Ideal,5,D,VS2,5,1925,2418.65,2418.65
12381,0.33,Ideal,5,F,VS2,5,666,567.79,567.79
12382,1.15,Premium,4,G,VS2,5,6557,7308.35,7308.35
12383,0.32,Premium,4,H,VS1,4,720,-128.44,0
12384,0.9,Very Good,3,G,SI2,2,3353,3685,3685
12385,0.3,Ideal,5,F,SI1,3,500,-592.6,0
12386,0.97,Premium,4,E,SI1,3,4915,4886.01,4886.01
12387,1.09,Premium,4,G,VS2,5,6906,6803.57,6803.57
12388,1.03,Premium,4,E,VVS1,7,11538,7206.79,7206.79
12389,0.7,Good,2,H,SI1,3,1771,2298.3,2298.3
12390,0.36,Ideal,5,E,VS1,4,852,366.18,366.18
12391,0.32,Ideal,5,G,IF,8,918,1845.66,1845.66
12392,0.27,Very Good,3,F,VVS1,7,620,654.81,654.81
12393,0.23,Very Good,3,E,VVS1,7,530,318.29,318.29
12394,1,Very Good,3,H,SI1,3,4702,4980.3,4980.3
12395,0.23,Ideal,5,F,VVS2,6,650,180.49,180.49
12396,2,Premium,4,G,SI2,2,16262,13097.4,13097.4
12397,0.32,Ideal,5,E,VS2,5,702,483.66,483.66
12398,1.52,Premium,4,I,SI1,3,8852,9513.16,9513.16
12399,0.49,Premium,4,E,SI1,3,1084,847.77,847.77
12400,0.41,Ideal,5,D,VS2,5,889,1240.83,1240.83
12401,0.46,Ideal,5,G,SI1,3,934,753.48,753.48
12402,0.37,Premium,4,G,VS2,5,833,746.21,746.21
12403,0.67,Premium,4,G,VS2,5,2050,3270.11,3270.11
12404,1.09,Premium,4,H,SI1,3,4871,5895.57,5895.57
12405,1.2,Premium,4,I,VS2,5,4131,7729,7729
12406,1.02,Good,2,D,SI2,2,4318,4536.46,4536.46
12407,0.7,Premium,4,G,VS1,4,2535,3068.5,3068.5
12408,0.32,Ideal,5,D,SI1,3,715,-424.34,0
12409,0.31,Premium,4,E,SI1,3,544,-666.57,0
12410,0.33,Ideal,5,G,VS1,4,854,113.79,113.79
12411,0.32,Ideal,5,E,VVS1,7,1020,1391.66,1391.66
12412,1.02,Premium,4,H,VS2,5,5008,6214.66,6214.66
12413,0.74,Premium,4,G,VS2,5,2621,3859.02,3859.02
12414,0.35,Fair,1,E,VVS2,6,738,557.65,557.65
12415,1.14,Premium,4,H,SI1,3,5458,6316.22,6316.22
12416,2.01,Premium,4,G,SI2,2,15977,13181.53,13181.53
12417,1.11,Ideal,5,I,SI1,3,5329,6221.93,6221.93
12418,0.41,Premium,4,D,VVS2,6,1181,1536.73,1536.73
12419,1.25,Very Good,3,J,VS1,4,5628,7537.55,7537.55
12420,0.24,Ideal,5,G,VVS2,6,498,264.62,264.62
12421,0.4,Ideal,5,G,SI2,2,632,-205.3,0
12422,0.44,Ideal,5,G,VVS1,7,1294,2401.22,2401.22
12423,0.72,Ideal,5,F,VS2,5,2989,3848.86,3848.86
12424,1.02,Good,2,H,I1,1,2751,4082.46,4082.46
12425,0.34,Premium,4,F,VS2,5,686,493.82,493.82
12426,0.4,Very Good,3,F,VS1,4,851,386.5,386.5
12427,0.32,Premium,4,H,IF,8,979,1687.56,1687.56
12428,0.32,Ideal,5,D,SI2,2,612,-878.34,0
12429,0.34,Premium,4,G,VS2,5,765,493.82,493.82
12430,0.73,Ideal,5,D,SI1,3,3189,3024.99,3024.99
12431,0.5,Premium,4,E,VS1,4,1675,1385.9,1385.9
12432,1.02,Premium,4,E,VVS1,7,11062,7122.66,7122.66
12433,0.71,Ideal,5,E,VS2,5,3112,3764.73,3764.73
12434,1.17,Ideal,5,I,SI1,3,5092,6726.71,6726.71
12435,0.55,Ideal,5,F,VVS1,7,2380,3326.65,3326.65
12436,0.4,Very Good,3,G,SI1,3,711,-67.5,0
12437,0.37,Premium,4,E,VS2,5,811,746.21,746.21
12438,1.52,Premium,4,E,SI2,2,9576,9059.16,9059.16
12439,0.9,Very Good,3,H,SI2,2,3301,3685,3685
12440,1,Fair,1,E,SI1,3,5027,4664.1,4664.1
12441,0.4,Very Good,3,G,VVS2,6,868,1294.5,1294.5
12442,0.56,Premium,4,H,SI1,3,1286,1436.68,1436.68
12443,1.17,Premium,4,H,SI1,3,5831,6568.61,6568.61
12444,0.5,Very Good,3,F,VVS2,6,1778,2135.8,2135.8
12445,1.86,Very Good,3,H,SI1,3,14383,12215.48,12215.48
12446,0.35,Premium,4,E,VS2,5,984,577.95,577.95
12447,1.05,Good,2,H,VS2,5,5492,6150.85,6150.85
12448,0.7,Ideal,5,F,SI2,2,2138,2318.6,2318.6
12449,0.3,Premium,4,G,VVS1,7,1013,1065.3,1065.3
12450,0.43,Premium,4,F,SI1,3,1016,342.99,342.99
12451,0.44,Ideal,5,G,VVS1,7,1143,2401.22,2401.22
12452,0.84,Premium,4,E,VS1,4,4318,4246.32,4246.32
12453,0.34,Ideal,5,E,VS1,4,1033,197.92,197.92
12454,1.14,Very Good,3,G,VS2,5,6803,7066.12,7066.12
12455,0.3,Premium,4,H,SI1,3,540,-750.7,0
12456,0.4,Ideal,5,J,VS2,5,599,1156.7,1156.7
12457,0.7,Premium,4,D,SI2,2,2299,2160.5,2160.5
12458,0.5,Very Good,3,F,VS1,4,1849,1227.8,1227.8
12459,0.73,Very Good,3,I,SI2,2,2093,2254.79,2254.79
12460,1.9,Fair,1,H,SI2,2,8576,11781.8,11781.8
12461,0.38,Premium,4,F,VS2,5,1026,830.34,830.34
12462,0.37,Very Good,3,H,SI1,3,491,-319.89,0
12463,1.2,Fair,1,F,SI2,2,5445,5892.7,5892.7
12464,1.24,Premium,4,I,VS2,5,5889,8065.52,8065.52
